Id,Name
IWZ9A807,Avery Wilson
IWZ9EUC6,Migos
IWZ9Z09D,Cao Thái Sơn
IWZ97Z8D,Saka Trương Tuyền
IWZAIIUC,Lê Trọng Hiếu
IWZ98IZ8,Giáng Tiên
IWZ9ZO7U,Lương Gia Huy
IWZ9ZI7W,Lương Bích Hữu
IWZ990I9,Tam Hổ
IWZ98O7W,Phan Mạnh Quỳnh
IWZ968UO,Hồ Quang Hiếu
IWZ9CD8B,Lương Khánh Vy
IWZ96C8U,Văn Mai Hương
IWZ97DB0,Sơn Tùng M-TP
IWZ96C86,Bích Phương
IWZ9ZECF,Phạm Trưởng
IWZ9ZCE7,Wanbi Tuấn Anh
IWZ9FE6A,Vương Anh Tú
IWZ9ZW66,Hiền Thục
IWZ9CO86,Anh Quân Idol
IWZ99A86,Trúc Nhân
IWZ9EDAE,Trương Thảo Nhi
IWZ99B00,Bảo Anh
IWZ97D7C,Hoài Lâm
IWZ9ZOE6,Hương Thủy
IWZ9ZOBC,Quang Lê
IWZ9DUBF,Phương Diễm Hạnh
IWZ9ZWA7,Như Quỳnh
IWZ9ZIEE,Trường Vũ
IWZ9D9BE,Lý Duy Vũ
IWZ9Z0F0,Cẩm Ly
IWZ9ZOUE,Hoài Linh
IWZ9ZUII,Mạnh Đình
IWZ9ZWUO,Mạnh Quỳnh
IWZ9ZIBU,Bảo Yến
IWZ9ZO6F,Hương Lan
IWZ97CD7,Vi Thảo
IWZ9Z977,Đông Đào
IWZ9ZWAW,Nguyễn Hưng
IWZ9ZOEI,Hà Phương
IWZ9ZOZA,Dương Ngọc Thái
IWZ9ZUDU,Ngọc Tuyền
IWZ9Z8OO,Hạ Vy
IWZ9Z0EU,Lệ Quyên
IWZ9ZB6O,Mai Thiên Vân
IWZ9ZWBO,Ý Lan
IWZAZBZW,Hoàng Oanh
IWZ9B78U,Degauss
IWZ968WF,Crazy Frog
2f0166f6-9c36-11e5-a8e8-001eecc1ca2a,O-Zone
IWZ9Z9DO,Las Ketchup
IWZ9Z6DZ,Kylie Minogue
IWZ9B76A,Mabel
IWZ96UBE,Vengaboys
IWZ9DOOC,Fat Boy Slim
IWZ9Z6FA,Eiffel 65
IWZ96AAZ,Toy-Box
IWZ9ZZD8,Aqua
IWZ99WF8,Dream House
IWZ9ZC7C,Spice Girls
IWZ9ZO8A,Backstreet Boys
IWZ96EOO,Los del Río
IWZ96UB7,2 Unlimited
IWZ99WFU,Kaoma
IWZ9ZA68,Michael Jackson
IWZ9ZUAC,Boney M
IWZ9Z8A6,Various Artists
IWZ98BIC,Phạm Bảo Nam
IWZ98WBU,LEG
IWZ9ZOCD,Lady Gaga
IWZ96ODZ,Ricky J
IWZ9ZOC7,Enrique Iglesias
IWZ9ZEIF,Pitbull
IWZ96IC8,Cascada
IWZ9ZAW9,Orange Caramel
IWZ9ZZ98,Ciara
IWZ99WFO,Ann Winsborn
IWZ9ZW8F,F(x)
IWZ98Z88,B.A.P
IWZ9Z70O,SeungRi
IWZ989ZB,BTOB
IWZ96UE0,Girl's Day
IWZ9ZWII,BIGBANG
IWZ99AED,AOA
IWZ986AA,Exid
IWZ96E0D,Dok2
IWZ9ZWIA,2NE1
IWZ9ZOIB,G-Dragon
IWZ9DB6E,BTS (Bangtan Boys)
7e85e9ee-9c36-11e5-98d7-001eecc1ca2a,Amber (F(x))
IWZ96WU7,Taeyeon
IWZAWB0B,Red Velvet
IWZ9ZZC6,SNSD
IWZ9ZZAU,SHINee
IWZ9ZWOZ,Brown Eyed Girls
IWZ9ZA78,Hyuna
IWZ9Z6FO,T-ARA
IWZ9ZUFW,Tae Yang
IWZ98OO7,Trouble Maker
IWZ98Z89,EXO
IWZ98796,The Weeknd
IWZ9ZEWA,The Script
IWZ9ZEA7,Will.i.am
IWZ96IFA,Ellie Goulding
IWZ9A7UE,Imagine Dragons
a520357a-9c36-11e5-a591-001eecc1ca2a,Clean Bandit
IWZA0E8C,Jess Glynne
IWZAI976,MAGIC!
IWZAUDZD,Fetty Wap
IWZ9ZZDO,Coldplay
IWZ96W98,Jason Derulo
IWZ9D67E,Sam Smith
IWZ9ZOIC,Avril Lavigne
IWZ9ZZU7,Chad Kroeger
IWZ9ZOI8,Justin Timberlake
IWZ98I89,Naughty Boy
IWZ9E98Z,A Great Big World
IWZ9ZOCB,Christina Aguilera
IWZ96ZZ7,Bruno Mars
IWZ9Z898,John Legend
IWZ9Z0D8,Adam Levine
IWZ97D8A,Ed Sheeran
IWZ9EFBB,DJ Snake
IWZ99W0C,AlunaGeorge
IWZ9F67Z,Martin Garrix
c2f26bec-9c36-11e5-b1e7-001eecc1ca2a,MOTi
IWZ9ZZ0B,Calvin Harris
IWZ9ZOZ6,Flo Rida
IWZ9EDOW,Sage The Gemini
IWZAO6O6,Lookas
IWZ9ZOD8,Lil Jon
IWZAZIUU,Lost Frequencies
c6c30662-9c36-11e5-8e30-001eecc1ca2a,Janieck Devy
IWZ99OAA,Hardwell
IWZ97DFI,Chris Jones
IWZAUFDE,Robin Schulz
c8779bf6-9c36-11e5-adb2-001eecc1ca2a,Francesco Yates
IWZ96A67,Avicii
IWZ9ZO97,Demi Lovato
IWZ9ZO9Z,Selena Gomez
IWZAZUI0,Rachel Platten
IWZ97A9F,Sia
IWZAUZOO,Kygo
d5a46658-9c36-11e5-8711-001eecc1ca2a,Will Heard
d60aa83e-9c36-11e5-9a79-001eecc1ca2a,Conrad
d8166dba-9c36-11e5-b261-001eecc1ca2a,Parson James
IWZAWOBZ,Ella Henderson
IWZ98ABB,Ariana Grande
IWZ99A9C,Iggy Azalea
IWZ9FI60,Ty Dolla $ign
IWZ9Z7EZ,Jagged Edge
IWZ96I89,Babyface
IWZ96UBI,Trey Songz
eb609a0a-9c36-11e5-a5cd-001eecc1ca2a,Sevyn Streeter
ec1696c8-9c36-11e5-a43a-001eecc1ca2a,Big TC
ec2ad2be-9c36-11e5-9b3e-001eecc1ca2a,D-Loc
IWZ9ZOO6,Kanye West
IWZ96EWW,Diddy
IWZ96DEI,Wiz Khalifa
IWZ98Z9A,Future
IWZAIOED,Rae Sremmurd
IWZ9FI60,Ty Dolla $ign
IWZ966UA,R. Kelly
IWZ97EII,Sara
fcceb212-9c36-11e5-af67-001eecc1ca2a,PJ
IWZ98UAF,MiA
IWZ978ZO,Jadakiss
IWZ9ZEC9,Puff Daddy
IWZ9Z0DB,Akon
IWZ9ZCEE,Swizz Beatz
IWZA00WD,Lil' Wayne
IWZ96CEA,Styles P
IWZ9ZCUZ,Ne-Yo
IWZ9EAC9,Nipsey Hussle
IWZ9D0D7,Jeezy
22be9a0a-9c37-11e5-8d8d-001eecc1ca2a,Exodus
IWZ9ZCWE,Nas
263aa4fa-9c37-11e5-9c1c-001eecc1ca2a,Chayse
IWZ960WO,Rick Ross
IWZ96ICA,Cee Lo Green
IWZ9A0CO,DJ Premier
IWZ9Z9ZC,Mariah Carey
IWZ9ZA0O,Mary J. Blige
IWZ9ZO9I,Chris Brown
IWZ96A9W,The Dream
IWZ96DA8,Jessica Lowndes
33c12f52-9c37-11e5-9e4d-001eecc1ca2a,Nico & Vinz
35052c02-9c37-11e5-94ac-001eecc1ca2a,Nathan Sykes
360995f6-9c37-11e5-896b-001eecc1ca2a,Fleur East
IWZ9AA8W,Erik Hassle
IWZAW68W,Shawn Mendes
IWZ9ZZ8U,Christina Milian
IWZA00WD,Lil' Wayne
IWZ9ZAAC,Nick Carter
IWZ98DIU,Alyssa Reid
IWZ9980C,Foxes
IWZAWD00,Troye Sivan
IWZ96ZW0,Bruce Springsteen
IWZA68UF,Bích Chi
IWZ9D87I,Betty Who
IWZ9D7FF,Allday
50367464-9c37-11e5-987c-001eecc1ca2a,Alex Hope
IWZ9ZO0C,Jeremih
569b466c-9c37-11e5-95a7-001eecc1ca2a,J. Cole
IWZ96I9I,Big Sean
IWZ9C69A,Feathers
IWZ96D8B,YG
IWZ9A8AC,Juicy J
IWZ9ZE8O,Twista
IWZ99EBZ,Jhene Aiko
IWZ9DIDF,Fatman Scoop
IWZ987IB,Jonathan Mendelsohn
IWZ98UBZ,Luciana
78d93f7a-9c37-11e5-b901-001eecc1ca2a,Haris
IWZAOWIC,Mr. Probz
IWZAZIEC,Conrad Sewell
IWZ9Z6OE,Fall Out Boy
IWZAIIW7,5 Seconds Of Summer
IWZ9CE0A,Fifth Harmony
8294234a-9c37-11e5-888e-001eecc1ca2a,Alice Wonderland
82acf88a-9c37-11e5-b1ba-001eecc1ca2a,Wayne Coyne
830eddca-9c37-11e5-931f-001eecc1ca2a,Watermat
838208a8-9c37-11e5-833d-001eecc1ca2a,Klingande
838da17e-9c37-11e5-a62d-001eecc1ca2a,Broken Back
841dd23e-9c37-11e5-992e-001eecc1ca2a,Hayden James
848400ee-9c37-11e5-a33f-001eecc1ca2a,Timmy Trumpet
IWZ96A8F,Tyga
IWZ9CAB8,Tinashe
IWZ9CB97,Schoolboy Q
IWZ986B8,Carly Rae Jepsen
IWZ97ECW,One Direction
IWZ9AU9U,Daniel Johns
IWZ97OZ9,Florence + The Machine
IWZ9D8I8,Vance Joy
IWZ9ZOCZ,Justin Bieber
99ee0bf6-9c37-11e5-9a34-001eecc1ca2a,Monty
IWZ9AD0W,Walk The Moon
9c202830-9c37-11e5-b42e-001eecc1ca2a,Nhiều nghệ sĩ
IWZ96FC7,Jessie J
IWZ9ZD0Z,Nicki Minaj
IWZ9ZODC,Ludacris
IWZ970UF,Jaden Smith
IWZAZ6WB,Halsey
IWZ9Z09U,Adele
IWZ9ZO8F,Cody Simpson
IWZ98Z7W,Skrillex
IWZ99987,Diplo
IWZA0F9F,Travis Scott
IWZ96B6A,Jamie Foxx
IWZ9Z0C7,Beyoncé
IWZ9Z0AU,Rihanna
IWZ96IF0,Dixie Chicks
IWZAZE60,Alessia Cara
c60de662-9c37-11e5-99e8-001eecc1ca2a,Gavin James
IWZ9Z9DF,Maroon 5
IWZ9ZD0C,Lê Cát Trọng Lý
IWZAWWOA,Hozier
IWZ9ZBZD,Norah Jones
IWZ9ZOC8,Kelly Clarkson
IWZAUCIE,Natalie La Rose
IWZ99UIZ,Zedd
IWZ9D6EC,CL
IWZAOF7A,Seinabo Sey
IWZ9AF0B,Benjamin Francis Leftwich
IWZ96FUA,Christina Perri
IWZ9ZOCE,Jason Mraz
IWZ9ZDBZ,One Republic
IWZ9COZW,Rudimental
IWZAUC9B,Charlie Puth
IWZ9Z9DC,Mark Ronson
IWZ97ZZC,Hoàng Tôn
f8d7cb2e-9c37-11e5-b01b-001eecc1ca2a,X Ambassadors
IWZAZDBI,@iHeartMemphis
IWZ9EB7Z,Thomas Rhett
IWZ96BI7,Drake
IWZA60WO,Elle King
ff36c01c-9c37-11e5-b0b0-001eecc1ca2a,Marlon Roudette
IWZ96F6O,Karik
0203eabe-9c38-11e5-8d57-001eecc1ca2a,P.A.K
032c8f02-9c38-11e5-b523-001eecc1ca2a,Our Last Night
IWZ9868W,Cẩm Vân Phạm
IWZ9866B,TMT
IWZ96UZD,Stratovarius
IWZ98B96,Kid Ink
IWZAIIZ7,George Ezra
IWZ98DID,Rita Ora
IWZAWEUI,Cashmere Cat
IWZ99ID9,Becky G
IWZAO9DC,Dawin
IWZ9CEFC,Family Of The Year
IWZ99CEW,Park Sovin
1a0fa838-9c38-11e5-8f4a-001eecc1ca2a,Kae Sun
1aad9af6-9c38-11e5-922d-001eecc1ca2a,Twin Forks
IWZ990FF,Madcon
1e1777a4-9c38-11e5-acce-001eecc1ca2a,Ray Dalton
IWZAZOC7,Jarryd James
IWZAOZZW,Fame Chí Thành
IWZ976C7,Châu Khải Phong
IWZAZDFZ,Oh Wonder
IWZ9ZOUC,Quốc Đại
IWZ9ZOF9,Quang Linh
299f6fe6-9c38-11e5-a758-001eecc1ca2a,Powers
IWZ9CZ7B,Twenty One Pilots
IWZAZU87,Who Is Fancy
IWZ9CE0E,Timeflies
IWZ9ZCOZ,Natalie Imbruglia
IWZ99EFU,Hoàng Như Ngọc
IWZ97EBI,Tuấn Vỹ
IWZ96OBB,Owl City
IWZ9ZC77,Phương Trinh Jolie
IWZAWAUU,Như Hexi
IWZ9A76I,Phạm Hồng Phước
IWZAZCC6,Suni Hạ Linh
IWZ9ZDBU,Omarion
IWZAZBOB,Milky Chance
IWZ9BAB9,Lilly Wood And The Prick
IWZ96C8Z,Trung Quân Idol
IWZ9ZZA8,Jennifer Lopez
IWZAZI6E,Matoma
IWZAZ0BZ,Broiler
IWZAZIUZ,Omi
IWZAO87B,Eden xo
IWZ9Z7F8,Yiruma
IWZ9ZCZZ,Nelly
IWZ9A86O,Zico
4c0fb654-9c38-11e5-8eef-001eecc1ca2a,Babylon
IWZ9ZBI8,Simple Plan
IWZ9ZO96,Miley Cyrus
IWZ98UW6,Lana Del Rey
50c02b64-9c38-11e5-b2a2-001eecc1ca2a,Sirah
IWZA6IA8,Daya
IWZ96U6W,V.Music
IWZ9Z0CW,Đan Trường
IWZ9AO7W,Major Lazer
IWZ9AFZ7,Tarrus Riley
555bcf24-9c38-11e5-86a9-001eecc1ca2a,Years & Years
IWZ9Z8BW,Nam Cường
IWZ9ZB76,Khắc Việt
IWZ9ZWAO,Infinite
IWZ9EC6F,Tove Lo
IWZ99Z7O,Alesso
IWZ968DB,L7
6a445934-9c38-11e5-9974-001eecc1ca2a,Hippie Sabotage
IWZAOOWC,Lucas Nord
829c80f8-9c38-11e5-b0d7-001eecc1ca2a,Colby O'Donis
IWZ9Z089,Shontelle
IWZ9ZE07,Pink
IWZ96CCW,Afrojack
IWZ9ZOI0,Usher
IWZ9Z9ZI,Marc Anthony
IWZ9Z0C6,Britney Spears
IWZ9Z6F6,Lenka
IWZ97096,Super Stars
IWZ9EWFC,The Cascades
IWZ9Z69C,M2M
IWZ96AZW,ATC
IWZ97W0I,Emilia
IWZ96UE8,Hoàng Nghi Lâm
IWZ98Z7D,Yao Si Ting
IWZ96ZUD,Whitney Houston
IWZ9DBZA,Song Thư
IWZ9BEIA,Sơn Ngọc Minh
IWZ9EE08,Hari Won
IWZ9ZC90,Thanh Duy
IWZ9ZZ6O,Gwen Stefani
IWZ9Z0F6,Hồ Quỳnh Hương
IWZ96AFA,David Guetta
IWZ9Z09A,Utada Hikaru
IWZ9ZZAD,JoJo
IWZ9ZOZ0,Destiny's Child
IWZ96IAC,Miu Lê
IWZ9Z98E,Khổng Tú Quỳnh
IWZ9D879,Lorde
IWZ99OEF,R3hab
IWZ9CA6Z,Kat Dahlia
IWZ986AE,Touliver
IWZ9Z0EB,Cổ Cự Cơ
IWZ9ZFA7,Minh Vương M4U
IWZAODD8,Trịnh Đình Quang
IWZ9ZW68,Trần Thu Hà
IWZ9ZOA8,Taylor Swift
IWZ976UO,Tiffany Alvord
IWZ98Z9E,Chester See
IWZAOC69,Jasmine Thompson
IWZAZ7BD,Felix Jaehn
IWZ98CFU,Tori Kelly
11d46810-9c39-11e5-8cca-001eecc1ca2a,Fedez
IWZ98OB9,Little Mix
IWZAW760,Meghan Trainor
IWZ9ZO60,Ke$ha
IWZAII0O,Lý Kỳ
3783906c-9c39-11e5-9667-001eecc1ca2a,Giả Thanh
IWZ97IEU,Michael Learns To Rock
IWZ9EBZC,Zara Larsson
IWZA0WWU,MNEK
IWZ98Z6W,Fun.
IWZ96W96,Janelle Monáe
IWZ977UW,Bad Meets Evil
6e71a5de-9c39-11e5-9e31-001eecc1ca2a,Iro
IWZ9ZOWF,Ann Wilson
IWZ9ZCFA,Ông Cao Thắng
IWZ9ZD8A,Trịnh Thăng Bình
IWZ97IWZ,LK
IWZAOAIC,Tiên Tiên
IWZ9AE6A,Phương Bảo
IWZ9Z09F,Bức Tường
IWZ9ZIZ6,Lam Trường
IWZ9Z0A6,Quang Vinh
83395b62-9c39-11e5-a571-001eecc1ca2a,Thomas Jack
83919774-9c39-11e5-b4cf-001eecc1ca2a,Nicole Millar
83e2b94c-9c39-11e5-8d11-001eecc1ca2a,Missio
851a1422-9c39-11e5-9431-001eecc1ca2a,Syn Cole
IWZ989B6,Lương Gia Hùng
IWZ9ZCEW,Vũ Duy Khánh
87ddf67a-9c39-11e5-86ff-001eecc1ca2a,DJ Romeo
IWZ96FZE,JustaTee
IWZ9ZC8U,Kimmese
IWZ98DBD,A$AP Rocky
IWZ96DA7,Kaskade
8d878db6-9c39-11e5-92b6-001eecc1ca2a,Ilsey
IWZ9Z9D6,Laura Pausini
IWZ99UUZ,Audien
IWZ9Z6D8,Lady Antebellum
90a41c88-9c39-11e5-842a-001eecc1ca2a,Sleepy Tom
IWZAIWD7,The Chainsmokers
IWZAZEZD,Waterbed
IWZAZE8D,Headhunterz
92aeb1fa-9c39-11e5-a3fc-001eecc1ca2a,Crystal Lake
IWZA000D,Bebe Rexha
99303f0c-9c39-11e5-800e-001eecc1ca2a,Sonny Alven
IWZ96A6B,Axwell
IWZ990FD,Ingrosso
IWZ9EF7A,Ahrix
9cf36e36-9c39-11e5-8288-001eecc1ca2a,Yellow Claw
IWZ9Z86F,Tiesto
IWZAZ6OI,Oliver Heldens
IWZ9DOIU,Don Diablo
9e6d7064-9c39-11e5-81f4-001eecc1ca2a,Khrebto
9eb79f7a-9c39-11e5-8fa2-001eecc1ca2a,Travis Mills
IWZ96A6F,T.I.
IWZ9ZOU7,Celine Dion
IWZ9ZW98,Hàn Thái Tú
IWZ9ZIBW,Bằng Kiều
IWZ9ZOUU,Snoop Dogg
IWZ96IDA,Damien Rice
IWZA6I07,Filous
a67421fe-9c39-11e5-bfb7-001eecc1ca2a,James Hersey
IWZ9B9CZ,Noonie Bao
IWZ9Z6DF,Dr. Dre
a9ab7cde-9c39-11e5-b0a7-001eecc1ca2a,Julie Bergan
IWZAZ9FE,Chung Thương
IWZ96A99,Armin van Buuren
IWZA6OU8,Cimo Frankel
IWZ98Z00,Tiggy
IWZ9ZOIO,Toni Braxton
IWZ9ZU0A,Westlife
IWZ9ZOCF,Shayne Ward
af0fbe9a-9c39-11e5-b978-001eecc1ca2a,Shakin' Stevens
IWZ9Z9Z8,Modern Talking
IWZ9Z6EF,Eagles
IWZ9ZAWO,Lionel Richie
IWZ968O8,Joy
IWZ9ZDD6,Paul Anka
IWZ96O97,Mr. President
IWZ9A7OU,Diana King
IWZ9666Z,Zac Brown Band
IWZ98BD6,The Proclaimers
IWZ9ZUD7,Vĩnh Thuyên Kim
IWZ96OFZ,Secondhand Serenade
IWZ9ZOFF,Đặng Tử Kỳ
IWZ9Z9A7,M
IWZ9ZIWI,98 Degrees
IWZ9BCCC,Descemer Bueno
e4be0c5e-9c39-11e5-a96d-001eecc1ca2a,Gente De Zona
IWZ9Z78D,The Goo Goo Dolls
IWZ9Z890,Joey McIntyre
IWZ9Z087,Linkin Park
IWZ9ZII7,3 Doors Down
IWZ9ZCZF,Snow Patrol
fa6a9912-9c39-11e5-94af-001eecc1ca2a,Mr. Big
IWZ9ZBWA,Scorpions
IWZ9ZWAA,Quang Dũng
IWZ9ZBWB,The Verve
IWZ9ZZBZ,Hoàng Hải
03cf0f5c-9c3a-11e5-8555-001eecc1ca2a,The All-American Rejects
IWZ9ZEIZ,The Offspring
IWZ9ZEO9,Three Days Grace
IWZ96O0O,The Calling
IWZ9ZBFA,Moby
IWZ9ZU7B,Lệ Thu
IWZ9ZDZ8,No Doubt
0b40cb1c-9c3a-11e5-83af-001eecc1ca2a,B.o.B
IWZ99099,Chi Dân
IWZ97ZWF,Rainbow
IWZ98OD0,JUNIEL
IWZ96ZF9,Nguyễn Hồng Hải
IWZ96E79,Nguyễn Hải Phong
IWZA608E,Cam
IWZ96EZE,Charice
IWZ9ZCEU,Vy Oanh
IWZ9ZUBB,Boyzone
21fa51da-9c3a-11e5-8aee-001eecc1ca2a,DJ H88
2237b28a-9c3a-11e5-a983-001eecc1ca2a,DJ Sea
IWZ9CZZ7,Đình Phong
IWZ98IZW,Cao Tùng Anh
IWZ9666B,Hole
IWZ96F87,Bé Bảo An
IWZ980E7,Bé Bào Ngư
IWZ9ZD0O,Duy Uyên
IWZ98I76,Nguyệt Anh
IWZ9ZFOC,Rem
3206f13a-9c3a-11e5-8485-001eecc1ca2a,Pus Lactation
IWZ979O7,Savatage
IWZ9ZUWW,Day After Tomorrow
IWZ9ZA06,Pink Floyd
IWZ9ZIAF,Anh Thơ
IWZ96099,Rod Stewart
IWZ9ZBIW,Shania Twain
IWZ96DBI,George Benson
IWZ9ZIBI,Ánh Tuyết
IWZ960C9,Roxette
IWZ98ZCZ,DJ Blend
IWZ97EEB,Minh Beta
IWZ9Z0A7,Madonna
IWZ96U7D,The Carpenters
IWZ9ZZ8W,KOKIA
IWZ9E6C7,Khánh Phong
IWZAUFF8,DJ Long Nguyễn
IWZ988O0,Steelheart
IWZ9Z7A7,Helloween
IWZ9ZFB6,Lê Anh
IWZ9ZFB7,Thu Ba
IWZ96UAD,Trademark
IWZ9A6F0,Deacon Blue
IWZ96OZW,Marc Terenzi
IWZ9ZD96,Quốc Thiên
IWZ96OZ6,Will Smith
IWZ9ZWI8,Ưng Hoàng Phúc
IWZ96C8O,Uyên Linh
IWZ9ZCOB,Natasha Bedingfield
IWZ9ZUB9,Boyz II Men
IWZ9ZA66,Michael Bublé
IWZ9ZADI,Luther Vandross
IWZ96OB6,'N Sync
IWZ9Z87W,Thùy Chi
IWZ9ZBZ9,Giang Hồng Ngọc
IWZ9ZA66,Michael Bublé
IWZAOU0B,Trương Bích Thần
IWZ9ZOI9,Ace Of Base
IWZ9D0FB,T-Akayz
IWZAU6IE,Hoàng Anh
IWZ9ZOCA,Leona Lewis
IWZ96OEC,Savage Garden
IWZ999IZ,USA for Africa
IWZ9ZUFU,Bryan Adams
IWZ97WFZ,Attila Fias
IWZ96EID,Gregorian
IWZ98ZEU,Celtic Woman
IWZ96I8U,Bandari
IWZ9ZI77,Lưu Hương Giang
IWZ9Z7WI,Eric Clapton
IWZ96W6D,Guns N' Roses
IWZ96IE7,Declan Galbraith
IWZ9ZFO8,Red Hot Chili Peppers
IWZ969FW,Thái Trinh
IWZ98UB0,Ái Phương
IWZ9Z90U,Bằng Cường
IWZ970D6,Heart
IWZ96IEA,Diana Ross
IWZ96WE9,Jessica
IWZ97O80,Key
IWZ9ZB8U,Kim Tiểu Phương
IWZ9ZUBF,Take That
IWZ966AU,Bee Gees
IWZ9ZCDI,Sugar Ray
IWZ9ZO7I,Khả Tú
IWZ97C7E,Smile.DK
IWZ97C7E,Smile.DK
IWZ9ZUZ6,Billy Joel
IWZ96U0D,Sixpence None The Richer
IWZ9Z7FC,Janet Jackson
IWZ96I9C,Blue
IWZ9ZO6E,Aretha Franklin
IWZAICDW,Terry Winstanley
IWZ99DCB,Solid Base
IWZ99A6U,Los Del Mar
IWZ9ZWOC,Đông Nhi
IWZA68ZA,Mei
IWZ9ZI06,Thu Minh
IWZ9ZUU6,Noo Phước Thịnh
IWZ98DD0,Sĩ Thanh
IWZ9ZW6U,Hồ Ngọc Hà
14609378-9c3b-11e5-8742-001eecc1ca2a,Jodi Benson
15ae4910-9c3b-11e5-a18b-001eecc1ca2a,Johnnyswim
IWZ9ZW6E,Thủy Tiên
IWZ9Z79D,Hayley Westenra
IWZ968WA,Jay-Z
IWZ978AW,Miguel
IWZ9ZD0D,Tamia
IWZAWC8O,Minho (WINNER)
IWZ96ZU0,Darin
IWZ97OZC,Hurts
IWZ9DU6F,John Newman
IWZ9DDOI,Showtek
IWZ99Z88,Jessie Ware
IWZ98B9F,The Lumineers
IWZ9F7DU,Echosmith
IWZ96ZCZ,Nico
250cf6be-9c3b-11e5-8233-001eecc1ca2a,Vinz
IWZ9ZDBZ,One Republic
IWZ997CU,Soobin Hoàng Sơn
IWZ977E7,BigDaddy
284c0580-9c3b-11e5-a64f-001eecc1ca2a,T-Wayne
IWZ9A6AB,Nate Ruess
IWZ9ZCF9,Nick Jonas
IWZA0IBZ,Jay Hardway
IWZ9Z0C8,Hilary Duff
IWZAZ969,Futuristic
IWZ9E96A,R. City
IWZ9ZACB,Luke Bryan
IWZA0OWC,Min (St.319)
IWZ97U7U,Rhymastic
IWZ9ZC96,The Men
IWZ986Z9,Nukan Trần Tùng Anh
IWZ997CC,Hương Tràm
IWZ9ZOZ7,Đoan Trang
IWZ9ZZB6,Hoàng Thùy Linh
IWZ98OF8,Trấn Thành
IWZ9ZWUZ,Minh Hằng
IWZ9ZI7I,Khởi My
IWZ97ZAI,Duy Anh
IWZ96Z8C,Tim
IWZ9ZUC7,Phương Linh
IWZ9Z8ZZ,Tấn Minh
IWZ9ZW6Z,Hà Anh Tuấn
IWZ9ZWUA,Mỹ Linh
IWZ9ZU0U,Thu Phương
